text	TextBlob	OpLexicon
un poco todo dilma rousseff el objetivo es mantener al partido los abces owlyodfz	negativo	negativo
ta gritando igual louca falando q dilma ganhar vai embora desse pais	positivo	neutro
gigante acordou ai vota dilma ta sertu	neutro	neutro
escolher dilma aecio nenhum claro vou votar nulo claro porque dois sao porcaria	negativo	negativo
apuracao tempo real ba dilma lugar urnas apuradas placareleicoesuolbrturnoba apuracao estado eleicoes	positivo	positivo
adianta vaiar dilma copas votar nela novooooooooooooooo vsffffffffffff	neutro	negativo
brasil gosta ficar mesma nao querem progredir aecio dilma ambos sao ruins jeito ver menos ruim	negativo	neutro
bye bye marina prova historica pesquisas eleitorais sao furadas tchaaaaau marina vem dilma	neutro	positivo
nao gosto aecio vou ser obrigada votar nele segundo turno dilma nao voto nunca	negativo	negativo
medo votar dilma segundo turno ser linchada rua	negativo	negativo
so q curto dilma aq	neutro	neutro
vamos fazer campanhas pra votar dilma gnete	neutro	negativo
rt dilma frente aecio minas gerais fez governo tao bom pq nao venceu proprio estado eleicoes	positivo	positivo
entao dilma aecio segundo turno perfeito sqn	positivo	positivo
tia cris falou dilma so ganha favelados nao querem perder bolsa familia	positivo	negativo
sei votei queria dilma dai mae pediu pra votar luciana so zoas tipo eleitor tiirica	neutro	negativo
dilma ganhar vou querer bater vcs sairam pra protestar agr tao votando nela vsf	positivo	neutro
demaisparecido dilma perder rs	neutro	negativo
entao ia ser bacana voces parassem ficar falando pra protestar pra votar dilma hue	positivo	negativo
sera hora dilma usar carta bolsa familia modo defesa	neutro	positivo
dilma ta frente vsf povo burro vao vaiar estadio	negativo	negativo
olha la mg elegendo governador petista dando maioria votos presidente dilma aecio aprovado onde	neutro	positivo
dilma ganhar ano pqp	positivo	neutro
dilma aecio segundo turno coisa ficou complicada vou aecio hehehe ainda confiante d euvoteimarina	negativo	positivo
sr armando euforico possibilidade dilma perder eleicao amigos coisa linda	positivo	neutro
urnas nordeste sempre sao ultimas diferenca dilma aecio deve aumentar	neutro	positivo
surpreendente dilma ta perdendo monte estado goleada visivel alguns nordeste alguns norte	positivo	positivo
brasileiro tao inteligente ano passado tava xingando tudo pedindo impeachment dilma ano reelege	positivo	neutro
espero senhora dilma ganhar uns protestos	positivo	neutro
dilma vai ganhar causa bolsa familia	positivo	neutro
aecio fez tanto mg ta perdendo pra dilma la bom	positivo	positivo
sp aecio neves dilma rousseff deus famoso chupadatafolha chupaibope	positivo	positivo
dilma ganha roubado porque resultados q ta aparecendo aqui urnas aecio ta sempre frente	positivo	negativo
eduardo campos unico forca pra derrubar dilma	neutro	negativo
simmm kamaka acho q dilma vai ganhar af	positivo	neutro
con d votos sumados dilma aecio marina segun portal del tribunal supremo electoral eleccionesbrasil	neutro	positivo
tou acertando votos dilma marina errei aecio mole	positivo	neutro
ta doido antes dilma pau cu aecio	negativo	negativo
globo so fala dilma marina aecio saiba sao candidatos nao	neutro	positivo
vamos ter enfrentar segundo turno dilma aecio cenario antes morte eduardo campos so espero consciencia	neutro	neutro
marina disputa eleicoes dilma aecio vao turno	neutro	negativo
dentuca dilma vai ganhar porra denovo	positivo	neutro
cara ei n gosto dilma aecio ganhar n ai ja brincadeira ne gente	positivo	neutro
serio dilma aecio turno	negativo	neutro
mae ia votar dilma convenci votar outro	neutro	negativo
dilma aecio aecio ganhar retiro pais pfvr porta saida logo ali pode ir nao volte	positivo	neutro
dilma nao sera reeleita ja vencido primeiro turno lidem	positivo	positivo
pesquisas errando feio plano nacional votos apurados dilma x aecio diferenca grande institutos deram max	negativo	negativo
nao duvido dilma ganhar turno jeito brasileiro otario	positivo	neutro
brasileiro ferrar pode votar dilma deve ter merda cabeca	negativo	negativo
nao pra esquecer dilma ganhar vamos ter anos pt pq lula candidata ganha	positivo	neutro
tudo menos dilma gente dessa vez vamos fazer direito	positivo	neutro
segundo turno dilma aecio gente pensei protesto ano passado povo ia melhorar ja vi nao	negativo	negativo
dilma vai ganhar so curti	positivo	neutro
dilma aecio boa sorte fica brasil proximos anos vou arrumar malas mudar pra	positivo	neutro
presidenta brasil dilma rouseff enfrentara al socialdemocrata neves en balotaje tras vencer la primera vuelta con el los votos	positivo	negativo
vcs q votam dilma sao burros q	neutro	positivo
caralho dilma ficou ruim p hein hiahauahauahauahahah	negativo	negativo
ih rapaz coisa nao tao facil quanto imaginavam nao dilma aecio	positivo	positivo
pessoa deve ser manipulada escolha pra votar dilma	positivo	negativo
acabei ouvir aqui marina nao vai apoiar dilma pq mulher nao apoia outra mulher nojo	neutro	positivo
so comparar governo dilma outros governos antes pt pra ver melhor nao povo prefere falar mal	positivo	positivo
dilma ganhar vai ter rolar impitimam nessa porra	positivo	neutro
vou surtar ouvir vez aecio dilma pqp bgl chato	negativo	positivo
vc estuda colegio particular votou marina dilma vc hipocrita	neutro	negativo
ibope datafolha errando feio aecio dilma	negativo	negativo
gente dilma nao pro segundo turno ja vou ficar feliz	neutro	positivo
dilma vai ganhar msm mds	positivo	neutro
povo falando aecio so vai visar sul sudeste ironico dilma so visa nordeste	positivo	negativo
dilma vai cair	neutro	positivo
dilma aecio nao nenhum dois votarei nulo novamente justificarei	neutro	negativo
aecio perdendo mg dilma perdendo porto alegre brasilia sao paulo	neutro	positivo
voces votar dilma venham nordeste percebam pobreza dividas familias aumentaram	neutro	negativo
aecio dilma vao disputar segunda turno pena aecio ganhasse rsrsrs	positivo	negativo
criticam tanto dilma nao apontam candidato melhor recuso acreditar voces pensam aecio vai ajudar	positivo	positivo
pessoal votou marina apoiar aecio dilma cai quatro nao levanta aecio	positivo	positivo
apoia dilma cantando salute pra ganhar votos	positivo	neutro
dilma ganhar quero ver populacao pegando devidas reclamacoes socando lindamente cu	positivo	neutro
ai diz pra manifestacoes vaias deram pra dilma fala serio	negativo	neutro
dilma aecio diferenca momento desespero comeca bater	neutro	neutro
vcs falam dilma aecio melhor opcao	positivo	positivo
povo burro brasileiro viu ate vergonha ser brasileiro ainda deixa dilma ir pro segundo turno	negativo	negativo
gnt dilma ganhar mato	positivo	neutro
triste marina terceiro lugar boca urna nao desisti ainda dilma nao pode terminar acabar brasil	negativo	negativo
dilma frente gente ve gigante acordou colocou soneca vai dormir anos hein parabens otarios	positivo	neutro
gente vai votar aecio so pra nao votar dilma morrida	neutro	negativo
presidente apurado dilma aecio neves marina silva	neutro	positivo
dilma nao reelegera acordar gigante novo	neutro	neutro
lado bom deste turno dilma tera marcar perfil progressista quiser votos esquerda desiludida migrou p marina	positivo	positivo
dilma vai ganhar dilma vai vencer pt ate morrer dilmapravencer	positivo	negativo
nao sei pior lembrar dilma garotinho	negativo	negativo
ah quase urnas apuradas facil aecio passar dilma marina ir segundo turno dilma x aecio	negativo	positivo
ta feia situacao pra dilma tenso	negativo	negativo
imagina eleitores marina votar oposicao natural dilma hahahah	positivo	negativo
pra rua pra fazer pra votar dilma novo vergonha eleicoes	positivo	negativo
aposto maioria pessoas votaram dilma ficaram medo perder bolsa familia nao ganhasse	negativo	negativo
ano passado todo mundo xingando dilma falando mal fazendo manifestacao ano tmb agora votam nela producao	negativo	negativo
dilma reeleita traga copa novamente menos coisa util faz	neutro	positivo
aecio ex governador minas dilma ganhando minas aecio deve ser melhor candidato	positivo	positivo
diferenca dilma marina nesse momento dilma votos apurados aecio impressionante amigos	positivo	positivo
mato grosso sul situacao seguinte aecio neves dilma marina silva	neutro	neutro
vamos ter fe palhaco pra mim qualquer presidente bom nao sendo dilma levy qualquer serve pra tirar pt	positivo	neutro
povo brasileiro nao presta votar dilma dilma gente puta pariu	neutro	negativo
dilma aecio pesquisas sao vergonhosas	neutro	positivo
nao acredito q fdp dilma vai ganhar novo	positivo	neutro
calma amigo hora avancada talz acho grande parte norte nao apurada ainda dilma pode aumentar	positivo	positivo
colombia dilma rousseff el objetivo es mantener al partido los abces owlyodfqs	neutro	negativo
so queria avisar to silenciando todo mundo nada passou amar dilma entao quiserem dar unfollow to boa	positivo	positivo
dilma ganhar piro batatinha	positivo	neutro
porque manifestacoes quebradeira ate morte pra elegerem dilma presidenta decepcao	neutro	negativo
segundo turno aecio dilma voto sera nulo certamente	positivo	negativo
evito falar sobre politica favor ne marina ridiculo burra mente pequena dilma menos pior	negativo	negativo
dilma ta frente porra brasileiro bicho bem burro msm ne nasceu p fuder pra votar serve	negativo	negativo
realmente unica coisa pode salvar eleicoes minimo dilma ganhar segundo turno bem triste	negativo	negativo
aecio dilma nao sei pior	negativo	negativo
praq ficar reclamando dilma anos pra reclamar vamos reclamar alguem diferente	positivo	neutro
vamos dilma segundo turno triste	negativo	negativo
inaceitavel fizeram porra protesto quebraram tudo nessa porra agora tao ai votando dilma bando burro baderneiro	negativo	negativo
presidente apurado dilma aecio marina	neutro	positivo
dilma aecio marina aercio forte	positivo	positivo
dilma povo brasileiro ta cada vez ridiculo	positivo	negativo
quantas mulheres necessario destruir brasil dilma dil	positivo	neutro
nao gosto dilma pt real q so burguesia vota aecio	positivo	positivo
iria votar nele primeiro votei logo dilma pq nao quero segundo turno acho vai rolar	positivo	negativo
apuracao nacional aecio encosta dilma perplexo viva pt	positivo	negativo
diferenca aecio pra dilma pra vencer segundo turno	positivo	negativo
dilma vs aecio betekent een traditionele strijd tussen pt en psdb dilma s pt nu twaalf jaar aan macht daarvoor acht jaar psdb	neutro	neutro
morte horrivel segundo turno dilma aecio	negativo	negativo
cade norte nordeste fez dilma vencer to panico aecio ganhando sp	positivo	negativo
dilma aecio marina vamos aplaudir povo brasileiro apartir hj contra manifestacoes eleicoes	neutro	positivo
partido pobres brasil so cresce pobres crescerem dilma protege pobres	negativo	negativo
feliz esperanca dilma aecio povo acordando	positivo	positivo
segundo turno dilma aecio nao votem aecio porque ganhar pais vai conseguir ficar pior ja amigos	positivo	negativo
gigante acordou pra votar dilma novo melhor ficar dormindo msm	positivo	neutro
chocado urnas apuradas dilma ta aecio tipo acirrado oo	negativo	negativo
imagina cara dilma marina ganhar vlh	positivo	neutro
aecio melhor governador todos tempos universo mundo planeta perde pra dilma mg	positivo	positivo
trouxas votem dilma assim voces vao longe	neutro	negativo
velho pra mim nenhum dois ja q votar dilma	positivo	negativo
so marina silva unir feliciano pra cair votacao so lamento favor nao vote ba dilma td caro	negativo	positivo
apuracao tempo real ba dilma lugar urnas apuradas	neutro	positivo
minas gerais antes governado aecio hoje perdeu pra dilma la devem saber melhor todos cara	positivo	positivo
desse levy fidelix dilma impossivel nao prefiriria dilma nunca	negativo	negativo
dilma frente nordeste sabiam acho melhor movimento fizeram ate agora tomara consigam	positivo	positivo
pt podre dilma fez merda pra caralho governo desde governo lula investem educacao	negativo	negativo
maluco pra dilma pro aecio fudeu	negativo	negativo
nao to entendo povo brasileiro ano passado ruas quebrando tudo fazendo manifestacoes hoje votou dilma	neutro	negativo
mano dilma ganhar dnv recuso acreditar futuro melhor brasil	neutro	positivo
nao to conseguindo raciocinar sobre pior dilma aecio	negativo	negativo
dilma vai ganhar todo mundo sabe disso pq ta ruim vai ficar bosta entao parem	positivo	negativo
ja dilma boa tambem vou apoiar levy fidelix pq hahahhaahha	positivo	positivo
povo burro povo vota dilma	negativo	negativo
queria entender levam brasileiros votarem dilma chega ser vergonhoso	neutro	negativo
sera povo burro dilma ganhando naaaaao povoburro	positivo	negativo
dilma vai ganhar novo hahaha brasileiros sao burros	positivo	positivo
povo acha q so pq pobre votar dilma filha trabalho dinheiro n vivo bolsa familia pobre n moradora ru	negativo	negativo
vejamos lado menos vergonhoso dilma quase nao votos aqui sul	negativo	negativo
ja to arrependendo nao votar dilma	neutro	negativo
ver garotinho dilma garantindo vaga turno comico deveriam estar disputando	negativo	positivo
dilma aecio morte horrivel	negativo	negativo
dilma nao pode ganhar namoral	negativo	neutro
vai tomar cu dilma ganhar vou ficar puta	positivo	neutro
aecio tao bom ate minas onde diz fez bom trabalho ta perdendo pra dilma	positivo	positivo
bando canalhas tome dilma pt fechado falei hoje pt lula dilma sair	negativo	negativo
nao aceito segundo turno dilma aecio	neutro	positivo
pro segundo turno dilma aecio prazer votar nulo	negativo	negativo
olha matematico americano disse aecio vai vencer diferenca dilma segundo turno hein	positivo	negativo
dilma ganhar manifestacoes ano passado n valeram	positivo	negativo
ia votar dilma ate ontem socorro	neutro	negativo
dilma ganhar mudo pra holanda	positivo	neutro
urnas apuradas dilma x aecio inacreditavel	negativo	neutro
vcs so ficam criticando dilma vai ganhar ir fazer titulo tentar mudar alguma coisa vcs nao querem	positivo	neutro
pbstwimgmediabznkgki caaxgjpg tia dilma ganhando ceara estado fofo	positivo	positivo
vai ser lindo ver dilma pedindo apoio marina agora	positivo	positivo
acho dilma criou bolsa drogas condicao alguem consciente votar nela	positivo	neutro
dilma nao pode ganhar	negativo	neutro
dilma ganhar caralho porque nao aecio privatiza ate privada	positivo	neutro
aecio perder pra dilma vai sair ai dizendo odeio brasil ainda bem minas gerais	negativo	negativo
