Text,Sentiment,free
sim porque nada virou defensor dilma auhauhauhauhuaha,Positive,Positive
dilma capaz vir pra sc pedir voto trouxa ainda votam nela,Positive,Negative
amiga pra vc ve nao tao errada assim aecio tao competente proprio estado votou dilma,Positive,Positive
estao surpresos dilma estar ganhando minas saibam belo horizonte,Positive,Positive
incrivel gente defendendo dona dilma,Positive,Positive
trabalhador brasileiro gosta sofrer so pode povo reclama todo dia inferno pais ai pessoa vai la vota dilma pqp,Positive,Negative
sei la dilma mandou bilhoes reais pro porto cuba nao afeta leitura chorume comunismo eh bom ne fera,Positive,Positive
sao paulo dilma rousseff marina silva empate tecnico,Positive,Positive
reclama dilma vota aecio sabe nada inocente,Positive,Positive
vem falar quer brasil melhor melhor votando dilma,Positive,Positive
aii criatura passa quatro anos reclamanfo dilma ai vai vota nela criatua erra humano percisti erro burrice,Positive,Positive
melhor dilma marina aecio menos brasil nao vai ficar bosta ja ta,Positive,Positive
criatura vota dilma quer brasil melhor vai entender,Positive,Negative
marina tira votos aecio dilma bem capaz ate obvio votos voltem pro aecio,Positive,Positive
decidido dilma vs aecio,Positive,Positive
torco resultado segundo turno tire pt melhor dilma jogada ficareiagradecida,Positive,Positive
so sei coisa dilma aqui sao paulo nao aqui nao,Positive,Positive
nao nada contra aecio votei nele pro governo mg pro senado so acho dilma melhor marina hein rs,Positive,Positive
hipocrisia nao votasse dilma trabalho poder publico estadual tudo gracas bom emprego,Positive,Negative
atualizado dilma aecio marina corinthians sao paulo,Positive,Positive
espero todos vcs votaram dilma reconhecam erro filhos vcs precisarem esperar atendimento digno ama,Positive,Positive
melhor aecio ne so queria entender tudo voto dilma tendo tanto protesto contra xingando estadios,Positive,Negative
nao gosta dilma facil entao cara pega ignora hora comprar coisa ignora beneficios fiscais,Positive,Positive
sim duvido dilma ganhe nao votaria aecio atual circunstancia melhor tentar mudar aguentar,Positive,Positive
ver cara pau apoiar dilma cansou falar mal velha politica etc,Positive,Positive
gracas dilma q fez campanha pra heloisa helena mt superior,Positive,Positive
ta decidido aecio x dilma,Positive,Positive
aecio melhor dilma amiga vc lembra governou minas gerais nao ne ata,Positive,Positive
coitado olivio ate votado nele nao mimimi tarso dilma coitado ia pra la so arrasto,Positive,Positive
nao acredito manipular votos familia toda dilma fica rj,Positive,Positive
calma acho dilma vai ganhar,Positive,Positive
nesse exato momento calafrio humano sobe espinha dilma toda corja pt,Positive,Positive
sao paulo dilma praticamente empatada marina quase ficou terceiro lugar forapt eleicoes,Positive,Positive
fogos todos nao sao pra dilma nao ne espero,Positive,Negative
otarios q vaiaram dilma copa sao q votaram nela falo nada,Positive,Positive
engracado todo mundo fala mal dilma blablabla vai ver resultao plou ta liderando,Positive,Positive
cheguei hoje dando bom dia logo nao vote dilma,Positive,Positive
gente julgando so pq dilma vai ganhar n existe ninguem melhor sorry,Positive,Positive
povo unido jamais sera vencido dilma vemprarua ogiganteacordou protestos ai maioria vai vota dilma,Positive,Positive
sao paulo aecio votos validos dilma precisa dizer alguma coisa,Positive,Positive
mano tambem queria qualquer melhor q estopo dilma,Positive,Positive
preocupada pois diferenca dilma aecio pequena marina louca apoiar aecio,Positive,Positive
imagina catra presidente semana vamos combinar melhor dilma aecio,Positive,Positive
sobre votou dilma errar humano persistir erro burrice persistir burrice pedir pra ser vice,Positive,Positive
calma medicoscomdilma agora hora muita luta fe reeleicao dilma,Positive,Positive
pq dilma ganhando lavada povo pt sao todos corruptos,Positive,Positive
bahia pouco familias sao beneficiadas bolsa familia dilma votos massa,Positive,Positive
dilma predomina ne aecio maior colegio eleitoral sp sera melhor,Positive,Positive
aecio melhor dilma vlw,Positive,Positive
lindo aecio votos dilma dilma acho casa caiu pra vc finalmente protestos apareceram urnas,Positive,Positive
lo impresionante amigo es el crecimiento neves fue costa silva y dilma,Positive,Positive
ai dilma ganha daqui uns meses vem p rua pt pra mim voces sao bando hipocritas sim,Positive,Negative
gostaria ter certeza coisa nao tao facil assim dilma ainda controla poder vai usar,Positive,Positive
nao duvida marina todos psb irao apoiar aecio sabe pq estao cientes rejeicao dilma aecio pganhar cargos,Positive,Positive
segundo turno decidido vai ser aecio dilma,Positive,Positive
dilma frente siga tempo real apuracao globomihrjy g,Positive,Positive
programas estudo sao custeados altos impostos gente paga vc acham q dilma faz pq querida acorda,Positive,Positive
mandando presidenta dilma presentinho acho vai adorar,Positive,Positive
ah vi estado governou maioria votou dilma significa q n deve ter sido mto bom,Positive,Positive
el tribunal supremo electoral divulgo primeros resultados dilma rousseff y aecio neves iran segunda vuelta,Positive,Positive
dilma ja chance provou q n capaz nada tdo mao nao fez nada int pq votar dilma vote consciente,Positive,Positive
nao digo aliar subir palanque acho plausivel psol dialogue dilma sentido forca bandeiras,Positive,Positive
dilma melhor aecio aecio melhor dilma boa irmao anos governaria melhor brasil,Positive,Positive
marina apoiar dilma vai ta cara plano deste inicio,Positive,Positive
gnt ta votando dilma sao pts,Positive,Positive
ta claro q pais n quer dilma vamos juntos conquistar voto voto euvoteiaecio,Positive,Positive
ta faltando so pedro bial dizer marina vem apoiar dilma aqui vem apenas votos voce eliminada,Positive,Positive
alckmin governador serra senador dilma aecio presidente so digo coisa fudeu fudeu bonito,Positive,Positive
mermao entendam dilma nao sao pessoas manifestacoes,Positive,Positive
dilma surrada sao paulo turno turno sera praticamente estuprada tamanha sera diferenca votos,Positive,Positive
dilma ganhar vou sair rua xingar povo tudim k,Positive,Neutral
dilma aguarda adversario assim globo so falta ser apurado william nao sabe fazer conta,Positive,Positive
pronto decidido dilma x aecio segundo turno,Positive,Positive
segundo turno votarei dilma pq aecio bom ganhado minas onde segundo melhor governador ja la,Positive,Positive
n acho dilma tao merda assim fez poucas melhorias sim gatante voces outro presidente melhor,Positive,Positive
nao questao querer tudo perfeito pode ficar melhor dilma nao fez praticamente nada novo,Positive,Neutral
brasil hmin apurado dilma aecio marina vamos pro pau,Positive,Positive
caro amigo migrou dilma pra luciana genro ja pode voltar,Positive,Positive
cuidado voce pode ser xingada eleitores dilma marina aecio professor sei la quantas afins,Positive,Positive
dilma vai ganhar causa bolsa familia aecio ganhar so vai favorecer realmente rico acorda mores,Positive,Neutral
sao paulo dilma tomou lavada aecio contra dilma marina quase marina passa dilma,Positive,Positive
glr devia querer emprego n dinheiro facil dilma,Positive,Negative
enquanto dilma aecio ai nada vai mudar nao to dizendo q q ser marina q ser alguem melhor,Positive,Negative
marina apoiar aecio ja dilma turno,Positive,Positive
aecio neves votos sao paulo dilma rousseff aparece vantagem grande,Positive,Positive
nao pra mim compactuar aecio menos dilma entao,Positive,Positive
sobre dilma aecio prefiro pegar brigadeiro panela comer pq vida ta facil pra ninguem hoje alem ser domingo,Positive,Positive
melhor dilma marina aecio menos brasil nao vai ficar bosta,Positive,Neutral
gente nao condicao serio ta cego pra achar governo brasil ta maravilhoso dilma,Positive,Negative
apuracao tempo real sp dilma lugar urnas apuradas placareleicoesuolbrturnosp apuracao estado eleicoes,Positive,Positive
digitando urna facil aparecer dilma falando serio agora vezes foto apareceu enviado numero,Positive,Positive
lula x melhor sim comecou tudo dilma ta continuando fez,Positive,Positive
verei todo dias horario eleitoral so pra rir desespero pt viver pais dilma vive bem legal,Positive,Positive
aecio sao paulo dilma marina,Positive,Positive
aecio nao melhor decisao aecio dilma vamos psdb,Positive,Positive
voces reclamam sao chamados burros porrraaa dilma cu rola foradilma forapt,Positive,Positive
sobre votou dilma errar humano persistir erro burrice,Positive,Positive
eleitores marina apoiar aecio segundo turno n dilma ganha ddddd,Positive,Positive
real todo mundo ta mimimi dilma nao fez nada pais,Positive,Positive
queria dilma marina pq marina poderia estruturar melhor prog disputar bem dilma saudavel aecio morrrta,Positive,Positive
falar aecio dando chocolate dilma sao paulo,Positive,Positive
seguinte moro sp dilma eleita jeito mudar pro nordeste pq aq nao ta facil la so sombra agua fresca,Positive,Positive
internautas declaram apoio dilma marina sao citadas twitter ig sao paulousuarios rede socia,Positive,Positive
vei dilma ainda ta frente pq ces vaiaram copa hr mostrar manda nessa budega pais ces sao trouxas,Positive,Positive
melhor dilma aecio ts,Positive,Positive
pessoas q votaram dilma hj sao mesmas q mandaram tomar cu vaiaram copa hipocritas,Positive,Negative
cara ia ser lindo dilma caisse digito ficasse casa aecio ne eleicoes,Positive,Positive
sla todos candidatos dilma ainda melhor coisas ruins,Positive,Positive
carne fraca mente forte pra aturar babacas votam dilma maomeprapresidente,Positive,Positive
ate ze maria melhor dilma,Positive,Positive
vaiaram dilma estadios sao podiam pagar ingressos,Positive,Positive
nordestinos burros reelegendo dilma sao paulo alckmin amigo ein,Positive,Positive
ja imaginava amigo votaste dilma ne todo mundo ganha bolsa familia vota,Positive,Positive
dai vai ser marina x luciana melhor dilma x aecio,Positive,Positive
olha diferenca aecio p dilma sao paulo,Positive,Positive
nao votaria dilma aparecesse candidato melhor convencesse nenhum convenceu nao anulo voto,Positive,Positive
toda una semana telesur diciendo dilma podia evitar la segunda vuelta porque estaba sobrada quedo bien lejos del cincuenta ciento,Positive,Positive
chorando rir acha aecio melhor dilma tao nivel galera,Positive,Positive
aplicativo tre posta apurado dilma,Positive,Positive
vcs falam tanto pontuacao dilma nordeste aecio incriveis sao paulo,Positive,Positive
brasileiro jumento vai pra rua taca fogo onibus faz tudo brasil melhor roubo votam dilma novo,Positive,Negative
acho ta bom reeleger dilma,Positive,Positive
mano aecio dilma sao uns merda pra presidencia,Positive,Positive
parcial dilma rousseff lidera aecio neves marina silva acompanhe apuracao vivo oestarxrdir,Positive,Positive
aecio ta perdendo pra dilma estado governador bom cara nao pode ser,Positive,Positive
sp aecio dilma nordestinos sao meio mongoloides msm agr aceito,Positive,Positive
pausa dilma haciendo un gobiernazo la tiene tan facil entienden esperamos al la gente ta clara lo si y lo,Positive,Positive
dilma tarso genro votam porto alegre presidenta dilma rousseff candidata reeleicao pt votou ivenbzepk,Positive,Positive
melhor ser dilma aecio pfvr ne,Positive,Positive
ai otimo dilma aecio pro turno uhu mrda dilma dnv,Positive,Positive
brasileiros votaram dilma sao todos vergonhas amam serem fodidos so brasilumpaisdetolos,Positive,Positive
vota dilma causa bolsa familia ahhhhh vai lascar trabalhar bom nada ne,Positive,Negative
quero ver todo mundo governo aecio sentindo orgulhoso terem tirado dilma quero so ver protesto reivindicacao etc,Positive,Positive
nsei ainda nao queria dilma pq acho brasil precisa mudanca gestao aecio tbm n melhor opcao ne,Positive,Positive
dilma nao ganhando segundo turno pra mim ta otimo,Positive,Positive
apurados sp aecio dilma marina tucanos paulistas nao estao dando apoio aecio sao bairristas agora,Positive,Positive
acho mt engracado povo globo news mostram contra dilma mt bom,Positive,Positive
voto segundo turno pra dilma venha outubroooo sentindo animado,Positive,Positive
queria so ver mulher ganhasse pais estaria tao merda quanto governado dilma aecio acordem otarios,Positive,Positive
aecio plano economico otimo enquanto dilma guido mantega ministro fazenda,Positive,Positive
pode ser quase nada dilma fez algo pobres vcs sao ricos otimo pra vcs realidade muitos outra,Positive,Positive
pt lixo dilma mae chuck nda certo,Positive,Positive
achei programa medicos dilma otimo pessoas beneficiadas todas elogiaram bastante,Positive,Positive
entao brasil nao dilma tudo tao maravilhoso segundo pt,Positive,Positive
melhor dilma menos,Positive,Positive
povo ainda acha dilma mandou provocar acidente desisto,Positive,Positive
melhor dilma,Positive,Positive
melhor dilma,Positive,Positive
temer dilma nao perderia eleicao gente quisesse brasil brasilyeuot via,Positive,Positive
gente nao gosto dilma ces acham aecio faz melhor,Positive,Positive
disse manifestacoes contra dilma perdoa expressao palavra voces sao retardados,Positive,Positive
to ai nao dilma algum religioso ja bom comeco,Positive,Positive
nao fa psdb acho tao corrupto quanto pt ser sincero melhor anos dilma,Positive,Positive
governo dilma certo regiao norderte,Positive,Positive
sao tudo farinha saco sim dilma mudou brasil tambem,Positive,Positive
dilma reeleita povo sao paulo nao tera direito reclamar pois colocar cidadao nao,Positive,Positive
vcs sao todos retardados q votam dilma ansia vomito,Positive,Positive
acho lindo vota dilma so bolsa familia vontade sair pra trabalhar ceis nao ne,Positive,Negative
dilma mulher nao capaz responder perguntas debate capaz gorvernar pais,Positive,Positive
sabe votos dilma sim sei entao sao pessoas bolsa familia,Positive,Negative
confirmando indices agora sartori deve ganhar meio tranquilo segundo turno dilma tera disputa bem complicada,Positive,Positive
melhor voces quetar ppk ai dilma nao faz nada presta provavelmente vai ganhar novo culpa todos vcs,Positive,Positive
dilma aecio melhor orar futuro brasil,Positive,Positive
olha nao gosto nenhum candidatos presidencia so pensar dilma pode cair ja anima ai opaaa,Positive,Positive
boa prefiro dilma aecio cara so vai governar pra rico,Positive,Negative
ultima coisa falarei vcs reclamam dilma sao mesmos postam foto espelho mostrando iphone vcs n precisam ajuda,Positive,Positive
votou dilma merece fuder bonito,Positive,Negative
pessoa grita psol diz nao fervorosamente vale ressaltar dilma vota lindbergh ta certo ta certo,Positive,Positive
ta hora marina reconhecer derrota confessar tudo armacao lula sempre pt vai apoiar dilma ralatucanada,Positive,Positive
engracado todo mundo fala mal dilma blablabla vai ver resultao plou ta liderando,Positive,Positive
sim vei ta aecio nao nenhum santo dilma porra,Positive,Positive
obrigado todos vcs votaram dilma agora sao quatro anos sofrimento traduzindo vcs sao igual,Positive,Positive
prefeitos minas colegio q dependem financeiramente governador pimentel tenderao apoiar dilma nao aecio,Positive,Positive
doce ironia mg aecio sai la aprovacao menos apoio dilma,Positive,Positive
parabens excelente pra sp pro brasil agora pra cima dilma turno,Positive,Positive
apuracao tempo real dilma lugar urnas apuradas placareleicoesuolbrturnosp eleicoes,Positive,Positive
dilma melhor aecio nao chance pra,Positive,Positive
aecio tao bosta quanto dilma ainda melhor anos pt poder,Positive,Positive
